"Nombre de bureaux de vote";"Nombre de bureaux de vote complétés";"Taux de bureaux de vote complétés";"Nombre de votes valides";"Nombre de votes rejetés";"Nombre de votes exercés";"Nombre d'électeurs inscrits";"Taux total de participation";"Nombre de circonscriptions";"Nombre de circonscriptions avec résultats";"Nombre de circonscriptions sans résultat";"Taux de circonscriptions sans résultat";"Résultats finaux";"Dernière date de mise à jour au format ISO 8601"
"20944";"20944";"100.0";"4033538";"66085";"4099623";"6169772";"66.447";"125";"125";"0";"0.0";"true";"2018-10-17T10:10:43,000-04:00"
