"Nombre de bureaux de vote";"Nombre de bureaux de vote complétés";"Taux de bureaux de vote complétés";"Nombre de votes valides";"Nombre de votes rejetés";"Nombre de votes exercés";"Nombre d'électeurs inscrits";"Taux total de participation";"Nombre de circonscriptions";"Nombre de circonscriptions avec résultats";"Nombre de circonscriptions sans résultat";"Taux de circonscriptions sans résultat";"Résultats finaux";"Dernière date de mise à jour au format ISO 8601"
"21617";"21617";"100.0";"4232262";"62793";"4295055";"6012440";"71.4326";"125";"125";"0";"0.0";"true";"2014-04-15T02:24:38,000-04:00"
