Circonscription;age_moyen;age_median;Nombre_moyen_de_personnes_par_ménage;famille_revenu_median;famille_revenu_moyen;Nombre moyen de personnes par famille;temps_de_travail_semaines_travaillées_moyennes;ratio_hommes;ratio_femmes;ratio_0-14;ratio_15-29;ratio_30-44;ratio_45-59;ratio_60-74;ratio_75-plus;ratio_maison_individuelle;ratio_maison_jumelée;ratio_maison_rangée;ratio_appartement_pleinpied_ou_duplex;ratio_appartement_moinscinqétages;ratio_appartement_pluscinqétages;ratio_autre_maison;ratio_logement_mobile;ratio_propriétaires;ratio_locataires;ratio_logement_de_bande;ratio_moins30pourcent;ratio_plus30pourcent;ratio_maison_anglais;ratio_maison_français;ratio_maison_non_officielle;ratio_maison_autochtone;ratio_maison_non_autochtone;ratio_maison_français_et_anglais;ratio_maison_anglais_et_non_officielle;ratio_maison_français_et_non_officielle;ratio_maison_anglais_et_français_et_non_officielle;ratio_maison_non_officielles_multiples;ratio_canadiens;ratio_non_canadiens;ratio_1re_generation;ratio_2e_generation;ratio_3e_generation;ratio_bouddhiste;ratio_chrétienne;ratio_nda;ratio_anabaptiste;ratio_anglicane;ratio_baptiste;ratio_catholique;ratio_orthodoxe_chrétienne;ratio_témoins_jehovah;ratio_saints_derniers_jours;ratio_luthérienne;ratio_méthodiste;ratio_pentecôtiste;ratio_presbytérienne;ratio_réformée;ratio_église_unie;ratio_autres_chrétiennes;ratio_hindous;ratio_juive;ratio_musulmane;ratio_sikhe;ratio_spiritualité;ratio_autres_religions;ratio_aucune_religion;ratio_pas_travaillé;ratio_travail_plein;ratio_travail_partiel;ratio_travailleurs_sans_objet;ratio_travailleurs_permanents;ratio_travailleurs_temporaires;ratio_travailleurs_autonomes;ratio_industrie_sans_objet;ratio_industrie_11;ratio_industrie_21;ratio_industrie_22;ratio_industrie_23;ratio_industrie_31_33;ratio_industrie_41;ratio_industrie_44_45;ratio_industrie_48_49;ratio_industrie_51;ratio_industrie_52;ratio_industrie_53;ratio_industrie_54;ratio_industrie_55;ratio_industrie_56;ratio_industrie_61;ratio_industrie_62;ratio_industrie_71;ratio_industrie_72;ratio_industrie_81;ratio_industrie_91;ratio_langue_travail_anglais;ratio_langue_travail_français;ratio_langue_travail_non_officielle;ratio_langue_travail_autochtone;ratio_langue_travail_non-autochtone;ratio_langue_travail_francais_et_anglais;ratio_langue_travail_anglais_et_non_officielle;ratio_langue_travail_français_et_non_officielle;ratio_langue_travail_français_et_anglais_et_non_officielle;ratio_langue_travail_non_officielles_multiples;ratio_transport_automobile;ratio_transport_en_commun;ratio_transport_à_pied;ratio_transport_vélo;ratio_transport_autre;ratio_durée_moins_15;ratio_durée_15_29;ratio_durée_30_44;ratio_durée_45_59;ratio_durée_60_plus;ratio_aucun_diplôme;ratio_des;ratio_apprenti_métier;ratio_cegep_collège;ratio_université_inférieur_bac;ratio_bac;ratio_supérieur_bac;ratio_medecine_dentaire_opto_vétérinaire;ratio_maîtrise;ratio_doctorat
Côte-du-Sud;48.2;52.8;2.1;84000;94300;2.7;42.2;0.5044391952431376;0.4955608047568624;0.1369227009855828;0.12674106051967093;0.14954793516331352;0.19613912193532623;0.2643968396187994;0.12625234177730715;0.7356099278296074;0.03608519626826263;0.006864988558352402;0.04787889456081676;0.15331807780320367;0.0003520506953001232;0.005632811124801971;0.01425805315965499;0.7355735397607319;0.26442646023926814;0.0;0.9169818116333514;0.08301818836664866;0.002399073461283918;0.9737756452680344;0.0026472534745201853;0.0;0.0026472534745201853;0.012078093977498346;0.0004963600264725347;0.003970880211780278;0.001985440105890139;0.0;0.9906992474845692;0.009300752515430794;0.019783564423402098;0.014119039567128847;0.9660973960094691;0.00018459550509945083;0.45419724029719877;0.03987262910148138;0.0;0.00032304213392403896;0.00036919101019890167;0.40938668143430706;9.229775254972542e-05;0.0021228483086436845;0.0;0.0;0.0;0.0005076376390234897;0.0;0.0;0.00018459550509945083;0.0012921685356961558;0.0;9.229775254972542e-05;0.001430615164520744;0.0;0.0;0.000784530896672666;0.08915962896303475;0.3944619629483642;0.32439889633425306;0.2811391407173827;0.015572105619498984;0.7166553825321598;0.13659444820582262;0.1311780636425186;0.015574741831725072;0.07601151176570171;0.009818858980870154;0.00186219739292365;0.06280683934315219;0.2227865244625021;0.019129845945488402;0.1122397155916709;0.048925004232266804;0.0037243947858473;0.020992043338412054;0.005925173522938886;0.03639749449805316;0.0006771626883358727;0.020653461994244116;0.06043676993397664;0.14135771119011342;0.00829524293211444;0.04824784154393093;0.04824784154393093;0.035889622481801255;0.005888733922206725;0.9231365256469859;0.001394700139470014;0.0;0.001394700139470014;0.06400123973345731;0.0;0.0029443669611033626;0.001239733457306679;0.0;0.8962421711899792;0.003131524008350731;0.0791231732776618;0.0060542797494780795;0.015448851774530271;0.5282821957837612;0.28637027760384054;0.10457107075767064;0.041327489041953665;0.039448966812773954;0.26157635467980295;0.2077832512315271;0.22236453201970444;0.1715270935960591;0.024729064039408867;0.07822660098522168;0.00896551724137931;0.004039408866995074;0.01812807881773399;0.0026600985221674877
D'Arcy-McGee;41.3;39.6;2.4;90000;133400;3.1;38.4;0.4767566985903368;0.5232433014096632;0.166774262965354;0.2065848934796643;0.19991392296105015;0.17419840757477942;0.15230256079190876;0.10022595222724338;0.0924825626453113;0.05463704469129424;0.020149832084732627;0.11392405063291139;0.41475071041074657;0.3030224748127099;0.0009041591320072332;0.0001291655902867476;0.3394448030987734;0.6605551969012265;0.0;0.7198544698544699;0.2801455301455301;0.2975380783599962;0.12175495737139573;0.11571989654181435;0.0;0.11571989654181435;0.08291024044448703;0.14484145990995306;0.037264105757256444;0.0732349841938883;0.011016380879394577;0.7748553967041362;0.2251446032958638;0.560818553888131;0.267612551159618;0.17156889495225103;0.0089179548156956;0.2736821244550139;0.03733650416171225;0.0;0.004835513277843837;0.004637336504161712;0.16860879904875148;0.023939754260800635;0.0019421323820848196;0.0005548949663099485;0.000713436385255648;0.0013476020610384463;0.0090764962346413;0.0016646848989298453;0.00015854141894569956;0.0013872374157748713;0.017479191438763378;0.026476416963931826;0.21300039635354737;0.06809353943717797;0.0055093143083630594;7.927070947284978e-05;0.002615933412604043;0.12794292508917954;0.3876987777631752;0.2786174267315022;0.3336837955053226;0.03371137238580793;0.6557070023930912;0.15430236187701593;0.1562792633440849;0.033707865168539325;0.0016645859342488557;0.0008322929671244278;0.002913025384935497;0.023824386183936747;0.08957553058676654;0.046504369538077406;0.11797752808988764;0.04868913857677903;0.024032459425717852;0.04057428214731586;0.02725759467332501;0.11496046608406159;0.0014565126924677486;0.04816895547232626;0.08478984602580109;0.1408655846858094;0.013628797336662505;0.06117353308364544;0.05805243445692884;0.019350811485642945;0.3918489257153868;0.13893438674246072;0.006455342518547067;0.0;0.006455342518547067;0.4102514693130359;0.01946237595144041;0.004239329415165237;0.022063782638019076;0.00028904518739762984;0.5596567913226486;0.3092115913874049;0.09681074955480007;0.009389671361502348;0.024931196373644163;0.18730775457341753;0.39339485186983975;0.2642059252064109;0.08450704225352113;0.07058442609681075;0.11485642946317104;0.20855509560417898;0.05736250739207569;0.1614429331756357;0.03857020829226625;0.24443130297654247;0.04290689269991458;0.015441224784808463;0.09494710559169459;0.0214863000197122
Deux-Montagnes;42.8;44.0;2.4;102000;115400;2.9;42.1;0.48825065274151436;0.5117493472584856;0.17117758784425452;0.15321304210193099;0.1904874960430516;0.2064735675846787;0.19294080405191516;0.08570750237416903;0.5486270022883295;0.07341723874904653;0.01887871853546911;0.033943554538520215;0.305301296720061;0.017162471395881007;0.002479023646071701;0.00019069412662090009;0.697998093422307;0.30200190657769305;0.0;0.8533409917671836;0.14665900823281638;0.05378935095219588;0.7603575592693355;0.022464049747376605;0.0;0.022464049747376605;0.06684803731053245;0.008317139525845316;0.03653322969296541;0.027905169063350176;0.001321414691022153;0.9764021335057378;0.02359786649426216;0.11476602279156227;0.10434009536894852;0.7808938818394892;0.0027696793002915453;0.3987366375121477;0.0337220602526725;9.718172983479106e-05;0.0020894071914480078;0.0023323615160349854;0.3358114674441205;0.012147716229348883;0.001749271137026239;0.0;0.00043731778425655976;9.718172983479106e-05;0.0017978620019436346;0.00038872691933916425;0.00024295432458697764;0.0011661807580174927;0.006608357628765792;0.00048590864917395527;0.0014577259475218659;0.02259475218658892;0.0002915451895043732;0.00019436345966958212;0.0018464528668610302;0.1729348882410107;0.3328109696376102;0.3588638589618022;0.3083251714005877;0.01724907063197026;0.7608921933085502;0.11702602230483271;0.10483271375464684;0.017246506095747845;0.008623253047873923;0.0019327980969372585;0.008623253047873923;0.08578650014867678;0.11299435028248588;0.044900386559619386;0.132173654475171;0.05857865001486768;0.020814748736247397;0.03672316384180791;0.011894142134998514;0.07552780255724056;0.0010407374368123698;0.03865596193874517;0.07389235801367826;0.12994350282485875;0.011745465358311032;0.044900386559619386;0.0376152245019328;0.0463871543264942;0.039674751156596105;0.6373195009112576;0.0011215477358755082;0.0;0.0011215477358755082;0.30814524043179586;0.0009813542688910696;0.001962708537782139;0.009673349221926258;0.0;0.8945598417408507;0.04846686449060336;0.034223541048466866;0.006528189910979229;0.0162215628090999;0.2639905082064465;0.34704370179948585;0.23531738184694484;0.08265770219497726;0.07099070595214554;0.18186269709137204;0.24179806091469982;0.18254823229850162;0.18460483791989032;0.040642444422681424;0.11595338360591519;0.01772598178435021;0.0022524728234257175;0.029282146704534325;0.0033297424346293214
Drummond-Bois-Francs;44.6;46.0;2.2;89000;104600;2.8;42.2;0.49962630792227203;0.500373692077728;0.16211973989087375;0.14821735555721655;0.17714328425143883;0.1923163166155916;0.21361835712684057;0.10658494655803871;0.5983895319577253;0.03673880221439356;0.019627579265223957;0.05217245428619359;0.2615332997819158;0.01627243751048482;0.004193927193423922;0.011071967790639155;0.6303873888982056;0.3696126111017944;0.0;0.8732322371783949;0.12676776282160504;0.006636500754147813;0.9321266968325792;0.007993966817496229;0.0;0.007993966817496229;0.027073906485671193;0.0010558069381598793;0.012443438914027148;0.004223227752639517;0.00045248868778280545;0.9802226894027876;0.01977731059721249;0.043837109709569416;0.0326247761426458;0.9235381141477847;0.00031297505141732987;0.42578020209246176;0.03201287668782974;0.0;0.0012966109273003666;0.0016542967003487436;0.3831261736564428;0.0006706608244657069;0.0021908253599213093;0.00022355360815523562;0.0;0.0;0.001788428865241885;0.0;0.0;0.00031297505141732987;0.002593221854600733;0.0;8.942144326209425e-05;0.00621479030671555;0.0;8.942144326209425e-05;0.002011982473397121;0.13963158365376016;0.36419926822403603;0.33877474434749977;0.2970259874284642;0.013223140495867768;0.7432006010518407;0.11450037565740045;0.12907588279489107;0.013223140495867768;0.043726521412471825;0.0036063110443275734;0.007062359128474831;0.0830954169797145;0.20120210368144253;0.03966942148760331;0.1169045830202855;0.05093914350112697;0.007062359128474831;0.021487603305785124;0.009917355371900827;0.04417731029301277;0.0007513148009015778;0.028549962434259956;0.059353869271224644;0.1274229902329076;0.01217129977460556;0.05244177310293013;0.047933884297520664;0.029301277235161533;0.006412043490381935;0.8896013381655979;0.002648452746027321;0.0;0.002648452746027321;0.0924170616113744;0.0;0.0034848062447727906;0.0027878449958182324;0.0;0.9191512712639474;0.01006036217303823;0.04737516005121639;0.008231205414304006;0.015182001097494055;0.4266373948042444;0.37760702524698136;0.11068422978412001;0.043907793633369926;0.041163556531284305;0.23705440900562852;0.2179174484052533;0.20694183864915572;0.1803939962476548;0.027392120075046905;0.09033771106941839;0.010318949343339587;0.004690431519699813;0.022232645403377112;0.0027204502814258914
Dubuc;43.7;45.2;2.3;96000;106900;2.8;42.3;0.5140920096852301;0.48590799031477;0.16753825295370908;0.13838853379817936;0.19223319775324424;0.18777842339724965;0.23619988378849507;0.0778617083091226;0.6689502762430939;0.07005524861878452;0.014806629834254143;0.10165745856353592;0.12220994475138122;0.00022099447513812155;0.0017679558011049724;0.02033149171270718;0.7581641659311562;0.2418358340688438;0.0;0.9235215651400622;0.07647843485993774;0.0058297706956859695;0.9700738437621453;0.0006801399144966964;0.0;0.0006801399144966964;0.018752429071123202;0.0002914885347842985;0.0018460940536338905;0.0016517683637776914;0.000194325689856199;0.9960023400936038;0.0039976599063962556;0.01374670956420006;0.014721653504923467;0.9715316369308765;0.00027276198788936775;0.44045605804375104;0.032349571763679016;0.0;0.00027276198788936775;0.001091047951557471;0.4018875129561944;0.0003273143854672413;0.0006546287709344826;0.0;0.0;0.0;0.0003273143854672413;0.00016365719273362064;0.0;0.00016365719273362064;0.0032731438546724128;0.0;0.0;0.00021820959031149418;0.0;0.0;0.0011456003491353444;0.11739675958758387;0.37041823308270677;0.3401080827067669;0.2894736842105263;0.01434308663224326;0.7391470644482693;0.15834767641996558;0.08816217249952189;0.01434308663224326;0.03231975521132148;0.015299292407726142;0.011474469305794608;0.09753298909925416;0.11952572193536048;0.02199273283610633;0.11971696309045707;0.04188181296615032;0.013769363166953529;0.015108051252629566;0.008032128514056224;0.04628035953337158;0.00038248231019315357;0.03518837253777013;0.06406578695735322;0.14304838401223943;0.012813157391470644;0.04628035953337158;0.060814687320711415;0.08013004398546567;0.008449216687202957;0.9084668192219679;0.0;0.0;0.0;0.08220383735257877;0.0;0.0008801267382503081;0.0;0.0;0.9409457900807382;0.006689734717416378;0.028143021914648212;0.0029988465974625142;0.02122260668973472;0.3440959409594096;0.4132841328413284;0.16397601476014761;0.04059040590405904;0.03805350553505535;0.19931876908621093;0.19908386187455954;0.27037820061075873;0.18076109936575052;0.027719050974864927;0.08879492600422834;0.010101010101010102;0.0037585153864223633;0.01808785529715762;0.0019967112990368803
Duplessis;42.0;43.2;2.2;111000;127200;2.9;40.8;0.50509461426492;0.4949053857350801;0.17864198814599147;0.162004783196423;0.18186544660497037;0.21285224082354165;0.18716855568264532;0.0774669855464282;0.5778942353501667;0.058599333015721775;0.03406383992377322;0.03692234397332063;0.17603620771796094;0.019056693663649357;0.0009528346831824678;0.09647451167222487;0.6569795140543115;0.2877560743211053;0.055264411624583135;0.9194560669456067;0.08054393305439331;0.06875874475314811;0.7245652608434939;0.053767739356386166;0.05176893863681791;0.001898860683589846;0.03288027183689786;0.006296222266640016;0.05286827903258045;0.0058964621227263645;0.0012992204677193685;0.9905500106179655;0.009449989382034403;0.023149623022193904;0.017627694594881598;0.9592226823829245;0.00011894142134998513;0.44002378828427;0.02271781147784716;0.0;0.019149568837347607;0.0016651798988997918;0.38763009217960154;0.00023788284269997027;0.0010110020814748737;0.0;0.0;0.0001784121320249777;0.0008920606601248885;0.0;0.0;0.0026761819803746653;0.0038061254831995243;0.0;0.0;0.002854594112399643;0.0;0.0012488849241748439;0.004103479036574487;0.11168599464763604;0.340096241383795;0.35856418259851736;0.3013395760176876;0.013957307060755337;0.7118226600985221;0.20997536945812809;0.06424466338259442;0.013960172449189078;0.02956271812769452;0.09402586737836173;0.010675425990556354;0.06343666598234449;0.08540340792445084;0.015397249024840895;0.11127078628618353;0.05604598645042086;0.011907205912543626;0.013344282488195443;0.013138985834530896;0.02258263190309998;0.0004105933073290905;0.03428454116197906;0.07821802504619174;0.1459659207554917;0.011496612605214535;0.05460890987476904;0.03777458427427633;0.09648942722233628;0.06711409395973154;0.7384364230001814;0.02104117540359151;0.02104117540359151;0.0;0.09740613096317795;0.0039905677489570105;0.045165971340467986;0.005441683294032287;0.00036277888626881915;0.86873795761079;0.014932562620423893;0.0821290944123314;0.008188824662813102;0.02601156069364162;0.640019263183241;0.21261738502287503;0.09342643871899832;0.03178425234770046;0.022152660727185167;0.2893196305450761;0.20658254195394823;0.20476128528684792;0.16547417718225577;0.026408221672954337;0.08117601144789904;0.007545206192272668;0.0024717054767789777;0.014439963574866658;0.0018212566671002993
Fabre;40.0;41.6;2.8;117000;139600;3.3;41.3;0.49187714176926006;0.50812285823074;0.19077235514374563;0.17433521609443423;0.18912229485308116;0.23703750713968394;0.14158786571047788;0.06714476105857714;0.620817843866171;0.09152062311913613;0.027261462205700124;0.026022304832713755;0.19242343777659762;0.0403611258629846;0.0012391573729863693;0.0003540449637103912;0.7887473460721869;0.21125265392781317;0.0;0.8319730305180979;0.16802696948190207;0.10769946499185858;0.3959641777157478;0.09002093510118632;0.0;0.09002093510118632;0.07373807862293556;0.05786229355664108;0.07565712956501512;0.10409397534310305;0.004943010002326122;0.9441009788768676;0.05589902112313241;0.32223581685878033;0.25494236589606545;0.4228218172451542;0.010026815902996386;0.39664218258132217;0.04838521627608721;0.0;0.001982045004080681;0.0019043177490186934;0.24693948933193424;0.0801367999689091;0.0019043177490186934;0.0005052271579029186;0.00042749990284093116;0.00015545451012397498;0.003186817457541487;0.0008161361781508686;0.0;0.0005052271579029186;0.009677043255217442;0.010298861295713342;0.0036920446154444057;0.06614589405775136;0.0093272706074385;0.0;0.0017488632388947185;0.10559247600171;0.2991623454327882;0.3846031112883925;0.3162345432788193;0.0201319381255687;0.7291856232939036;0.1106687898089172;0.14001364877161054;0.0201319381255687;0.006824385805277525;0.0011373976342129207;0.007620564149226569;0.054822565969062785;0.09963603275705187;0.05857597816196542;0.13239308462238397;0.07006369426751592;0.02240673339399454;0.05425386715195633;0.015468607825295723;0.08837579617834394;0.002843494085532302;0.040036396724294813;0.06403548680618744;0.11078252957233849;0.012283894449499545;0.05948589626933576;0.036169244767970885;0.04265241128298453;0.10146008739209209;0.3950762016412661;0.0037301502717680913;0.0;0.0037301502717680913;0.45209421293829266;0.009165512096344452;0.00479590749227326;0.02994777789619525;0.0;0.8815394868377208;0.07697434188603798;0.019993335554815063;0.0026657780739753416;0.01882705764745085;0.1880726303514909;0.41246043644844244;0.24287856071964017;0.08229218723971347;0.07429618524071298;0.1694982850761745;0.21831379117811278;0.11709340352556433;0.18345696737656536;0.04363085267607881;0.17452341070431523;0.029991225971125468;0.00701922309962511;0.04897503389965702;0.007497806492781367
Gaspé;49.1;54.4;2.1;83000;95800;2.7;36.8;0.4968020022246941;0.5031979977753059;0.12251425392852176;0.11444861632596301;0.1535252398831873;0.20595188429981923;0.29008482825754417;0.11347517730496454;0.767231308411215;0.03329439252336448;0.010514018691588784;0.04322429906542056;0.13054906542056074;0.0005841121495327102;0.006425233644859813;0.008177570093457943;0.7292640186915887;0.2707359813084112;0.0;0.9047758570172868;0.09522414298271316;0.05373342637822749;0.9003489183531054;0.0029309141660851363;0.0;0.0029309141660851363;0.034193998604326585;0.000837404047452896;0.0026517794836008373;0.0023726448011165387;0.0;0.9900681044267877;0.009931895573212259;0.02425876010781671;0.01645623492693999;0.9592850049652433;0.00030902348578491963;0.4555778739184178;0.01892768850432633;0.0;0.007648331273176761;0.0013133498145859086;0.4205037082818294;0.00030902348578491963;0.0013906056860321385;0.0;0.0;0.0;0.0006180469715698393;0.0;0.0;0.0013133498145859086;0.003553770086526576;0.0;0.00015451174289245981;0.0013133498145859086;0.0;0.00015451174289245981;0.0004635352286773795;0.08644932014833127;0.42877977637335923;0.24955436720142601;0.3216658564252147;0.023198267862666256;0.6009897927621404;0.2768326631611506;0.09897927621404269;0.023176761433868973;0.06829419035846725;0.008034610630407911;0.00896168108776267;0.05377008652657602;0.10352286773794808;0.005562422744128554;0.1195920889987639;0.033992583436341164;0.0077255871446229914;0.0203955500618047;0.0077255871446229914;0.033065512978986404;0.0;0.025648949320148332;0.07787391841779975;0.188504326328801;0.02657601977750309;0.0645859085290482;0.049134734239802226;0.0738566131025958;0.02990301724137931;0.8415948275862069;0.0;0.0;0.0;0.12742456896551724;0.0;0.0;0.0010775862068965517;0.0;0.9242484969939879;0.0056112224448897794;0.04849699398797595;0.0012024048096192384;0.020440881763527055;0.5967935871743487;0.24128256513026053;0.09899799599198397;0.01963927855711423;0.043286573146292584;0.2944606413994169;0.21736313573048266;0.17638483965014579;0.16601878846776805;0.028830579850988015;0.07920310981535471;0.008746355685131196;0.004697116942014901;0.02008422416585682;0.004211208292840946
Gatineau;42.5;45.2;2.4;120000;134600;2.9;42.3;0.5047677261613692;0.49523227383863083;0.17461190563500795;0.1420975430876421;0.182984965163183;0.23096198508739763;0.20730961985087398;0.06203398117589537;0.8415088713284627;0.03727448933949605;0.01207693454599672;0.04279111376174147;0.056955419710749966;0.0008945877441479052;0.0032801550618756525;0.005218428507529447;0.8526080476900149;0.14426229508196722;0.0031296572280178838;0.8961874138723014;0.10381258612769867;0.15826944140197152;0.6844955579895339;0.008518924181574784;0.00024339783375927954;0.008275526347815504;0.1022270901788974;0.01095290251916758;0.01022270901788974;0.01649020323719119;0.00030424729219909945;0.9860402189287252;0.013959781071274829;0.07170089779854877;0.07280777272168246;0.8554913294797688;0.0008599416735212743;0.39202123682045914;0.02882674044716967;0.00014955507365587377;0.007365587377551783;0.002093771031182233;0.33156359829507215;0.004150153293950497;0.002430269946907949;0.00022433261048381066;0.0014207731997308009;7.477753682793689e-05;0.0013086068944888956;0.0007851641366933373;0.0;0.0055335377252673295;0.006019591714648919;0.0005608315262095266;0.001607717041800643;0.007328198609137815;0.0;0.002093771031182233;0.0025424362521498543;0.20103940776190832;0.34392244593586874;0.3813571961222968;0.27472035794183447;0.016445066480055982;0.6901096337765337;0.14007464427338465;0.15337065547002565;0.016439314445610354;0.01982045004080681;0.005246589716684155;0.008277952664101668;0.10912906610703044;0.03847499125568381;0.012008860907077066;0.09268975166142007;0.03311181065640667;0.011775679141891104;0.01713885974116824;0.012591815320041973;0.05584703276203801;0.0003497726477789437;0.031013174769733007;0.0757840736854378;0.12416928996152501;0.022035676810073453;0.04173953596828728;0.04069021802495045;0.2316660837122537;0.17224983790793172;0.43473092716663064;0.0006483682731791658;0.0;0.0005403068943159715;0.3842662632375189;0.002485411713853469;0.001080613788631943;0.0039982710179381886;0.0;0.9192028985507247;0.02717391304347826;0.02717391304347826;0.005797101449275362;0.020652173913043477;0.2502718376223269;0.3501268575570859;0.22816237767306996;0.0844508880028996;0.08698803914461761;0.19270639122977104;0.20978447311507198;0.14751286449399656;0.1763740771123872;0.026101871877097473;0.151987471101499;0.019240808412260422;0.006637333134461928;0.05988515176374077;0.009769557759713625
Gouin;38.6;36.0;1.8;102000;121800;2.6;40.7;0.4932888635808997;0.5067111364191003;0.12538649308380798;0.21643612693246542;0.3286411716842962;0.16598860862489828;0.1193653376729048;0.04418226200162734;0.001486104919007282;0.0010402734433050973;0.008024966562639322;0.14177440927329468;0.7935800267498886;0.04012483281319661;0.013820775746767721;0.0001486104919007282;0.30645879732739423;0.6935412026726058;0.0;0.765409934171155;0.234590065828845;0.0552743950656334;0.6683536296061996;0.03439822868891349;0.0;0.03431915230112288;0.10003163055511624;0.014550055353471453;0.04934366598133797;0.04198956191681164;0.001739680531393326;0.8721400842487816;0.1278599157512183;0.2681698050875454;0.15122233234225305;0.5806078625702015;0.009781565050408066;0.27352376380220833;0.022923667786845896;0.00012001920307249159;0.0013802208353336533;0.0012602016322611617;0.23313730196831492;0.00600096015362458;0.0013802208353336533;0.0;0.0004200672107537206;0.0;0.000600096015362458;0.0001800288046087374;0.0004200672107537206;0.000600096015362458;0.005040806529044647;0.0031204992798847817;0.0036605856937109937;0.025924147863658185;0.000300048007681229;0.00012001920307249159;0.004740758521363418;0.4053648583773404;0.23157695582253335;0.3855831993188913;0.38283984485857536;0.015778357559945336;0.6644303640203753;0.1595229221021245;0.16026835631755498;0.015778357559945336;0.004969561436203255;0.0004969561436203255;0.006957386010684557;0.02969312958131445;0.05044104857746304;0.02062367996024351;0.08249471984097403;0.024723568145111195;0.08535221766679091;0.03913529631010063;0.014039011057274196;0.16436824450242266;0.000993912287240651;0.029196173437694123;0.11094545906323768;0.11852404025344764;0.04907441918250714;0.05391974158280532;0.05218039508013418;0.04609268232078519;0.07284457478005865;0.4982991202346041;0.00187683284457478;0.0;0.00187683284457478;0.39964809384164224;0.0021114369501466276;0.003988269794721408;0.01935483870967742;0.0;0.3914533820840951;0.3039305301645338;0.1679616087751371;0.12180073126142596;0.014853747714808043;0.16316270566727606;0.36220292504570384;0.3320383912248629;0.09780621572212066;0.044789762340036565;0.09537326142492195;0.13463903869807928;0.07124609707635537;0.15838773772353107;0.04125272021950989;0.25953259532595324;0.04664585107389536;0.007947771785410162;0.16046929700066231;0.024505629671681333
Granby;45.6;47.6;2.1;88000;101700;2.8;41.6;0.4869603013619241;0.513039698638076;0.15326669563957698;0.14580617122990006;0.16978125452701723;0.18810662031001013;0.22953788208025497;0.11350137621324062;0.3880690737833595;0.07880690737833596;0.015384615384615385;0.07095761381475667;0.40078492935635796;0.01616954474097331;0.014599686028257456;0.0152276295133438;0.542314335060449;0.45768566493955093;0.0;0.8440207972270364;0.1559792027729636;0.010190711894016597;0.8869558887756588;0.014048624253894307;0.0;0.014048624253894307;0.04025331198136556;0.0016741883825884408;0.024093754549424952;0.008225360314456252;0.0005095355947008298;0.9734174363595405;0.026582563640459564;0.06570055563898483;0.045577414026130046;0.8887220303348852;0.0006667852062588904;0.4085170697012802;0.025693456614509246;0.0;0.0006223328591749644;0.0021781650071123755;0.3649093172119488;0.0009779516358463726;0.0019559032716927453;0.00017780938833570413;0.0002667140825035562;0.0;0.004222972972972973;8.890469416785207e-05;0.0;0.0006223328591749644;0.006401137980085348;0.0;0.00017780938833570413;0.010001778093883357;0.0;0.0;0.0013335704125177809;0.17118598862019915;0.3860431911475995;0.3200071390326611;0.2939496698197394;0.016172106824925817;0.75;0.11839762611275964;0.11543026706231455;0.016169707758492805;0.014537902388369679;0.001631805370123127;0.004302032339415517;0.06601394451861742;0.21065123868862187;0.036789793799139596;0.13469811600652723;0.03337783711615487;0.006972259308707907;0.03426791277258567;0.009939178163477228;0.0433170152796321;0.0004450378282153983;0.04109182613855511;0.06111852840824803;0.13024773772437323;0.02017504821243139;0.058448301438955644;0.04242693962320131;0.03337783711615487;0.013307723967622444;0.8221978323501166;0.0008231581835642749;0.0;0.0008231581835642749;0.1559884757854301;0.00027438606118809165;0.003018246673069008;0.0035670187954451914;0.0;0.9202574646880028;0.00911854103343465;0.04845342392276059;0.00929733595565886;0.012873234400143036;0.5192135835567471;0.2891867739052726;0.10259159964253799;0.047006255585344055;0.0420017873100983;0.23050151704444047;0.2685168659646618;0.17267535248973764;0.16562555773692664;0.030430126717829735;0.08807781545600571;0.013921113689095127;0.0037479921470640726;0.0235588077815456;0.0029448509726932
