Circonscription;age_moyen;age_median;Nombre_moyen_de_personnes_par_ménage;famille_revenu_median;famille_revenu_moyen;Nombre moyen de personnes par famille;temps_de_travail_semaines_travaillées_moyennes;ratio_hommes;ratio_femmes;ratio_0-14;ratio_15-29;ratio_30-44;ratio_45-59;ratio_60-74;ratio_75-plus;ratio_maison_individuelle;ratio_maison_jumelée;ratio_maison_rangée;ratio_appartement_pleinpied_ou_duplex;ratio_appartement_moinscinqétages;ratio_appartement_pluscinqétages;ratio_autre_maison;ratio_logement_mobile;ratio_propriétaires;ratio_locataires;ratio_logement_de_bande;ratio_moins30pourcent;ratio_plus30pourcent;ratio_maison_anglais;ratio_maison_français;ratio_maison_non_officielle;ratio_maison_autochtone;ratio_maison_non_autochtone;ratio_maison_français_et_anglais;ratio_maison_anglais_et_non_officielle;ratio_maison_français_et_non_officielle;ratio_maison_anglais_et_français_et_non_officielle;ratio_maison_non_officielles_multiples;ratio_canadiens;ratio_non_canadiens;ratio_1re_generation;ratio_2e_generation;ratio_3e_generation;ratio_bouddhiste;ratio_chrétienne;ratio_nda;ratio_anabaptiste;ratio_anglicane;ratio_baptiste;ratio_catholique;ratio_orthodoxe_chrétienne;ratio_témoins_jehovah;ratio_saints_derniers_jours;ratio_luthérienne;ratio_méthodiste;ratio_pentecôtiste;ratio_presbytérienne;ratio_réformée;ratio_église_unie;ratio_autres_chrétiennes;ratio_hindous;ratio_juive;ratio_musulmane;ratio_sikhe;ratio_spiritualité;ratio_autres_religions;ratio_aucune_religion;ratio_pas_travaillé;ratio_travail_plein;ratio_travail_partiel;ratio_travailleurs_sans_objet;ratio_travailleurs_permanents;ratio_travailleurs_temporaires;ratio_travailleurs_autonomes;ratio_industrie_sans_objet;ratio_industrie_11;ratio_industrie_21;ratio_industrie_22;ratio_industrie_23;ratio_industrie_31_33;ratio_industrie_41;ratio_industrie_44_45;ratio_industrie_48_49;ratio_industrie_51;ratio_industrie_52;ratio_industrie_53;ratio_industrie_54;ratio_industrie_55;ratio_industrie_56;ratio_industrie_61;ratio_industrie_62;ratio_industrie_71;ratio_industrie_72;ratio_industrie_81;ratio_industrie_91;ratio_langue_travail_anglais;ratio_langue_travail_français;ratio_langue_travail_non_officielle;ratio_langue_travail_autochtone;ratio_langue_travail_non-autochtone;ratio_langue_travail_francais_et_anglais;ratio_langue_travail_anglais_et_non_officielle;ratio_langue_travail_français_et_non_officielle;ratio_langue_travail_français_et_anglais_et_non_officielle;ratio_langue_travail_non_officielles_multiples;ratio_transport_automobile;ratio_transport_en_commun;ratio_transport_à_pied;ratio_transport_vélo;ratio_transport_autre;ratio_durée_moins_15;ratio_durée_15_29;ratio_durée_30_44;ratio_durée_45_59;ratio_durée_60_plus;ratio_aucun_diplôme;ratio_des;ratio_apprenti_métier;ratio_cegep_collège;ratio_université_inférieur_bac;ratio_bac;ratio_supérieur_bac;ratio_medecine_dentaire_opto_vétérinaire;ratio_maîtrise;ratio_doctorat
Maskinongé;45.6;48.4;2.2;90000;104800;2.8;41.6;0.5055041831792162;0.4944958168207838;0.1586966094231616;0.12355790400704536;0.17956847203874945;0.1989431968295905;0.24271246147071773;0.09652135623073536;0.7278419096067306;0.05047935824691841;0.018978673449422813;0.04460966542750929;0.14517706906671884;0.00019565642731363725;0.005674036392095481;0.007043631383290941;0.7558207787125807;0.24417922128741928;0.0;0.9063863546211821;0.09361364537881793;0.003633785340778162;0.9559514313569086;0.003811043162279536;0.0;0.003811043162279536;0.022334485509173094;0.0007976601967561818;0.0062926526632987685;0.0032792696977754143;8.862891075068687e-05;0.9895273899033298;0.010472610096670247;0.025246195165622203;0.019874664279319606;0.9548791405550582;0.0003040745996351105;0.43381309547942426;0.026049057368741132;0.0;0.0002533954996959254;0.0011149401986620718;0.4003648895195621;0.0004561118994526657;0.0027873504966551793;0.0;0.00015203729981755524;0.0;0.0005067909993918508;0.0;0.0;0.00015203729981755524;0.001976484897628218;0.00010135819987837016;0.00015203729981755524;0.0016724102979931077;0.0;0.0;0.001165619298601257;0.12897830934522603;0.38583013230900554;0.3178617157490397;0.29630815194195476;0.01422475106685633;0.7238620199146515;0.13904694167852064;0.12286628733997156;0.014222222222222223;0.03662222222222222;0.004088888888888889;0.01048888888888889;0.08604444444444445;0.15306666666666666;0.026488888888888888;0.11466666666666667;0.04515555555555555;0.012266666666666667;0.02542222222222222;0.009244444444444444;0.039466666666666664;0.0008888888888888889;0.03288888888888889;0.06826666666666667;0.14186666666666667;0.013333333333333334;0.06062222222222222;0.04622222222222222;0.058666666666666666;0.006601749463607856;0.898333058260439;0.0013203498927215713;0.0;0.0013203498927215713;0.08813335533916487;0.0;0.002475656048852946;0.0018154811024921605;0.0;0.9409660107334525;0.00648479427549195;0.03152951699463327;0.00424865831842576;0.01677101967799642;0.34935181046043806;0.3940545373267769;0.16115333035315155;0.04313813142601699;0.052302190433616454;0.219673530353142;0.22255414488424197;0.20591059426010883;0.17209004587645366;0.03286034353995519;0.10199509228635442;0.009602048436999893;0.005121092499733276;0.026138909634055265;0.00405419822895551
Masson;40.4;41.2;2.5;112000;125200;3.0;42.6;0.49004710530314544;0.5099528946968546;0.1945605105219175;0.16120945073311554;0.20474056066246296;0.20838714578743447;0.16143736230342626;0.06966496999164325;0.5801256873527101;0.05675569520816968;0.034171249018067555;0.03711704634721131;0.25765907305577374;0.029850746268656716;0.0027494108405341712;0.0015710919088766694;0.7722091194968553;0.22779088050314467;0.0;0.8702500492222879;0.12974995077771215;0.020806340980108223;0.8362167517719686;0.013337398064171939;0.0;0.013337398064171939;0.047862205624571295;0.003658257754744303;0.04336559713436476;0.021111195793003582;0.0003048548128953586;0.981419314544461;0.018580685455539075;0.10017176764522173;0.09611180512179887;0.8037164272329794;0.0009267840593141798;0.40648748841519927;0.033178869323447636;0.0;0.0004170528266913809;0.0032900834105653383;0.3530583873957368;0.0038461538461538464;0.0019925857275254867;0.0006024096385542169;0.0;0.00032437442075996294;0.0015755329008341056;9.267840593141798e-05;0.0;0.0003707136237256719;0.007692307692307693;0.0008341056533827618;9.267840593141798e-05;0.021594068582020388;0.0;0.0;0.0014828544949026877;0.16214087117701576;0.2909073189747588;0.40181268882175225;0.30727999220348895;0.014648977335544499;0.7629906025428413;0.10972913211719182;0.11263128800442233;0.01465302737074924;0.004147083218136578;0.003455902681780481;0.00912358307990047;0.10782416367155101;0.09247995576444568;0.037047276748686755;0.1307713574785734;0.0438208460049765;0.015067735692562898;0.043129665468620404;0.01271772186895217;0.06192977605750622;0.0016588332872546309;0.036079623997788225;0.07520044235554327;0.14528614874205142;0.00912358307990047;0.0402267072159248;0.04561791539950235;0.07063865081559303;0.01971349717439874;0.7527927454330399;0.00039426994348797475;0.0;0.00039426994348797475;0.21987120515179392;0.0;0.001577079773951899;0.005256932579839664;0.0;0.9253126651400387;0.029593094944512947;0.02642240620045799;0.0036991368680641184;0.014972696846926193;0.20292407961951736;0.33380306499911927;0.2668663026246257;0.10903646292055663;0.08737008983618108;0.15984405458089668;0.24298245614035088;0.19775828460038986;0.18801169590643274;0.04200779727095517;0.12183235867446393;0.01705653021442495;0.0036062378167641324;0.023781676413255362;0.0031189083820662767
Matane-Matapédia;47.5;52.4;2.0;82000;93200;2.7;39.9;0.5039584799437016;0.49604152005629837;0.1416380751297616;0.1276502155362013;0.1536905076097475;0.19178323216327967;0.27386293657077504;0.11137503299023489;0.7070744288872512;0.03481945467943994;0.011790714812085483;0.05084745762711865;0.17004421518054533;0.0012896094325718496;0.007000736919675755;0.017133382461311717;0.7163381838275925;0.28366181617240743;0.0;0.8958683866143204;0.10413161338567957;0.0028543394880028543;0.9775220765319775;0.0007135848720007136;0.0;0.0007135848720007136;0.01436089554901436;0.0001783962180001784;0.0019623583980019625;0.0016055659620016055;8.91981090000892e-05;0.9918456102201685;0.008154389779831475;0.0156759695541863;0.013138818412468285;0.9711852120333454;0.0;0.4561853129620503;0.02272055199605717;0.0;0.0003449975357318876;0.0007392804337111878;0.42730409068506653;0.0;0.001971414489896501;0.0;0.0;0.0;0.0008871365204534253;0.0;0.0;0.00019714144898965008;0.0020699852143913258;0.0;0.0;0.0005914243469689502;0.0;0.0;0.0008378511582060128;0.08615081320847708;0.43398027362392616;0.27415420511188887;0.29186552126418497;0.018706467661691543;0.6939303482587065;0.18845771144278606;0.09890547263681591;0.01870274572224433;0.06207719856744926;0.011738957421408675;0.004576203740549145;0.06864305610823716;0.116991643454039;0.016514126541981696;0.12693991245523278;0.06028651014723438;0.012335853561480302;0.01770791882212495;0.00915240748109829;0.028452049343414245;0.0003979307600477517;0.0296458416235575;0.08038201352964584;0.1647433346597692;0.012136888181456426;0.04994031038599284;0.04496617588539594;0.06366892160764027;0.005143667967364314;0.9363249379212487;0.000354735721887194;0.0;0.000354735721887194;0.056757715501951043;0.0;0.000532103582830791;0.000532103582830791;0.0;0.9024031387935263;0.009318293281020108;0.06302108876900442;0.004413928396272682;0.020843550760176556;0.5416666666666666;0.28823529411764703;0.10661764705882353;0.03161764705882353;0.031862745098039214;0.2650615188799321;0.21977089520577003;0.23133220195163343;0.1579338141705558;0.025031820110309716;0.07233771743742044;0.00848536274925753;0.003924480271531608;0.01474331777683496;0.0013788714467543488
Maurice-Richard;43.2;42.4;2.0;94000;115300;2.9;40.5;0.4746756578465147;0.5253243421534853;0.15195719102770855;0.17079607095733762;0.21514440697844892;0.18435713238528076;0.17255534379123297;0.1051898548599912;0.05267129489888319;0.022034409900392394;0.012224569876245095;0.16359794747962572;0.6313009357078176;0.11077573196498641;0.00724418955629339;0.00015092061575611228;0.34903381642512077;0.6509661835748792;0.0;0.7781823698983462;0.22181763010165376;0.034279705573080965;0.5695057833859095;0.06968103750438136;0.0;0.06968103750438136;0.056642131090080615;0.01773571678934455;0.12330879775674729;0.05622152120574834;0.0029442691903259727;0.8735054451298454;0.1264945548701546;0.34234577303884234;0.177989337395278;0.47966488956587966;0.008304739171515241;0.3471579889601671;0.03759510666865583;0.0;0.0007956636331990651;0.004674523845044507;0.27649311253667513;0.007807449400765826;0.0013426823810234224;0.00044756079367447413;0.0005470187478243573;0.0;0.0056193744094683975;0.00044756079367447413;0.0;0.0002983738624496494;0.011039832910637029;0.005221542592868864;0.0009945795414988314;0.08603113033964892;0.0016907852205480134;0.0;0.0032821124869461434;0.20020886170371474;0.3652613523517198;0.3276157804459691;0.3071228672023111;0.032724719101123595;0.713061797752809;0.14564606741573033;0.10856741573033708;0.032720123578149136;0.002808594298553574;0.000983008004493751;0.00954922061508215;0.035107428731919674;0.07386603005195899;0.032017975003510744;0.10363712961662688;0.042971492767869685;0.03566914759163039;0.04479707906192951;0.016570706361466087;0.10096896503300098;0.0015447268642044658;0.05055469737396433;0.1054627159106867;0.15742171043392783;0.02022187894958573;0.03861817160511164;0.03988203903946075;0.05462715910686701;0.05390014567606939;0.5491987816183287;0.005032446033637929;0.0;0.005032446033637929;0.3566415044364985;0.0023837902264600714;0.009535160905840286;0.018275725069527213;0.0;0.5723109691160809;0.30969116080937165;0.07199148029818957;0.031096911608093716;0.014909478168264111;0.1501917341286749;0.3389433319130805;0.293992330634853;0.13016616957818491;0.08670643374520665;0.1438887885899982;0.17692724318469039;0.09586567972558223;0.16618523199133417;0.05118252392128543;0.21285430583137752;0.037551904675934285;0.00758259613648673;0.0934284166817115;0.014533309261599566
Mégantic;45.8;49.2;2.2;84000;94700;2.8;42.2;0.513276976628543;0.486723023371457;0.161328824348518;0.1271135866321862;0.16580465486373583;0.19763278297195147;0.24706584444002386;0.10105430674358465;0.7844087205461352;0.016956617485135432;0.007487337590839022;0.06276150627615062;0.11341114292006166;0.0004404316229905307;0.003963884606914776;0.010570358951772737;0.7717943058927389;0.2282056941072611;0.0;0.8951649344780841;0.10483506552191595;0.0397;0.9129;0.0021;0.0;0.0021;0.0355;0.0007;0.0043;0.0027;0.0;0.9901732347279911;0.009826765272008915;0.027853742530132685;0.028157601539552313;0.943988655930315;0.0005155525004296271;0.43455347425101676;0.023944549464398234;0.0;0.0041244200034370165;0.001775791945924271;0.3913616314372458;0.0005155525004296271;0.0020049263905596608;0.0;0.00022913444463538982;0.0;0.001374806667812339;0.00028641805579423727;0.0;0.004067136392278169;0.004811823337343186;0.0;0.0;0.0010311050008592541;0.0;0.0;0.0016612247236065761;0.12774245288422983;0.3917887852731016;0.3206975899237011;0.2875136248031973;0.01850709438618137;0.6966892864486942;0.1272876825005141;0.15751593666461033;0.018499486125385406;0.058992805755395686;0.0036998972250770813;0.003083247687564234;0.09023638232271326;0.20123329907502568;0.017266187050359712;0.10853031860226105;0.044193216855087356;0.0065775950668037;0.01870503597122302;0.0067831449126413155;0.03699897225077081;0.0;0.02877697841726619;0.06742034943473793;0.147584789311408;0.010894141829393628;0.04193216855087359;0.047687564234326824;0.04090441932168551;0.02246763137852247;0.854912414318355;0.0007616146230007616;0.0;0.0007616146230007616;0.11843107387661843;0.0;0.0011424219345011425;0.0015232292460015233;0.0;0.9139676113360324;0.006072874493927126;0.06148785425101214;0.004554655870445344;0.013917004048582995;0.4118987341772152;0.30632911392405066;0.18177215189873416;0.05012658227848101;0.04987341772151899;0.2620806588349279;0.22150902264745065;0.23676880222841226;0.14605789027491825;0.026038512777037667;0.07193896088167616;0.009083202131524767;0.003996608937870898;0.019014169795325178;0.0035121714908562434
Mercier;37.2;34.4;1.9;105000;130600;2.7;39.8;0.5015023608527687;0.4984976391472314;0.12863070539419086;0.2619115753326656;0.3027614823293747;0.16046644727428816;0.10960080125912147;0.03662898841035914;0.001218026796589525;0.001218026796589525;0.018541074570307212;0.07051021789146028;0.8317769657599133;0.0699688726485316;0.006496142915144133;0.0002706726214643389;0.32072412861388816;0.6792758713861119;0.0;0.7278437798716373;0.2721562201283627;0.11968848203306463;0.5394179532723049;0.04966525481623173;6.831534362617844e-05;0.049596939472605545;0.12324087990162591;0.03490914059297718;0.03525071731110808;0.04631780297854898;0.0018445142779068178;0.8010849909584087;0.19891500904159132;0.3654249547920434;0.18864376130198915;0.4459312839059674;0.006415832970856895;0.2483688560243584;0.020987385819921704;0.00010874293170943889;0.003534145280556764;0.000489343192692475;0.20084819486733363;0.012940408873423228;0.0007612005219660722;0.0;0.00043497172683775554;0.0003806002609830361;0.0006524575902566333;0.0005437146585471945;0.0;0.0011961722488038277;0.005328403653762506;0.0019573727707699;0.036700739451935624;0.024467159634623748;0.000489343192692475;0.0;0.005002174858634189;0.4283927794693345;0.2262240663900415;0.37941908713692946;0.39435684647302904;0.01982665222101842;0.624593716143012;0.18266522210184183;0.17291440953412784;0.01981591770438549;0.004439631835408771;0.0016242555495397943;0.005414185165132647;0.02165674066053059;0.04667027612344342;0.021223605847319978;0.07471575527883054;0.02057390362750406;0.0955062263129399;0.04288034650785057;0.016025988088792638;0.19187872225230101;0.0016242555495397943;0.027720628045479156;0.12095289658906334;0.09907958852192746;0.05425013535462913;0.05425013535462913;0.04006497022198159;0.03963183540877098;0.14466800804828975;0.37364185110663983;0.006639839034205231;0.0;0.006639839034205231;0.4375251509054326;0.007545271629778672;0.003420523138832998;0.019617706237424547;0.0003018108651911469;0.3215118992067196;0.2876808212785814;0.22538497433504434;0.1395240317312179;0.02589827344843677;0.19318712085860942;0.37820811945870275;0.2897806812879141;0.08586094260382642;0.05296313579094727;0.07392963823431796;0.13466644540325257;0.04513773647527381;0.1405575838035181;0.03750414868901427;0.26983073348821773;0.05227348157982078;0.011367407899103883;0.19382675074676403;0.040906073680716894
Mille-Îles;41.2;42.4;2.7;113000;132000;3.2;41.3;0.4912396150366044;0.5087603849633956;0.1803750616877776;0.1739595328178977;0.1803750616877776;0.22396775785491035;0.1658167461753578;0.07550583977627899;0.5677175843694494;0.09724689165186501;0.04329484902309059;0.02708703374777975;0.2411190053285968;0.020870337477797513;0.0024422735346358794;0.00022202486678507994;0.7796534873389604;0.22034651266103955;0.0;0.8661767980405255;0.1338232019594745;0.09381898454746136;0.5242825607064018;0.05510879848628193;0.0;0.05510879848628193;0.05849889624724062;0.019709870703248186;0.11967833491012299;0.0717439293598234;0.0020498265531378114;0.9571834754975749;0.04281652450242515;0.27611004264570616;0.2468433815536416;0.47704657580065224;0.0067868819974239575;0.4078073912612702;0.03987912414544734;0.0;0.0004953928465272962;0.0051025463192311505;0.3251758644605172;0.011493114039433271;0.002675121371247399;0.0006935499851382146;0.0003467749925691073;0.0;0.005944714158327554;0.0;0.0;0.00014861785395818883;0.015604874665609829;0.0009907856930545923;0.0004953928465272962;0.06767066283562866;0.0;0.0;0.0011889428316655107;0.10750024769642326;0.3309801514221404;0.36044608144055656;0.30857376713730306;0.018890920170627667;0.7271480804387569;0.1256855575868373;0.12827544180377817;0.01888804265041889;0.003808073115003808;0.00045696877380045696;0.0054836252856054835;0.07113480578827114;0.092003046458492;0.04051789794364052;0.12627570449352626;0.05163747143945164;0.019497334348819496;0.046306169078446306;0.01782178217821782;0.07616146230007616;0.002437166793602437;0.046306169078446306;0.08118811881188119;0.15506473724295505;0.010814927646610815;0.03914699162223915;0.04356435643564356;0.05148514851485148;0.050292898985569365;0.5700814402057437;0.0017145306472353193;0.0;0.0017145306472353193;0.3464780682954708;0.0020002857551078726;0.006286612373196171;0.021431633090441493;0.0;0.8520301381331101;0.11008790288823776;0.021766429468396818;0.003976559229803265;0.012138970280452072;0.16052741732942655;0.35789033068229387;0.26517371285056507;0.11804102134784429;0.09836751778987024;0.16073255576018006;0.22600777573153263;0.15131982811540823;0.18150194393288316;0.039287906691221605;0.15909555964804584;0.024964190710047063;0.008594229588704727;0.04286883568651524;0.005627174135461428
Mirabel;37.9;38.4;2.5;109000;120900;3.0;42.4;0.49785202863961814;0.5021479713603818;0.21428571428571427;0.164578111946533;0.22950232724668815;0.1993077932927557;0.1485857500895095;0.043740303138799376;0.6678247734138972;0.031117824773413898;0.008761329305135951;0.07945619335347431;0.20045317220543807;0.00256797583081571;0.004229607250755287;0.005589123867069486;0.7538903157576673;0.24610968424233268;0.0;0.8769089798411729;0.12309102015882713;0.02381092709377026;0.8490599398833029;0.013850415512465374;0.0;0.013850415512465374;0.05557847586491425;0.004479283314669653;0.022867920080155597;0.015972181293098367;0.0005304414451582484;0.9815270197325017;0.01847298026749835;0.07713069033767168;0.07239249085347568;0.8504768188088526;0.001765874475756015;0.386542564932676;0.03141785004782577;0.00036789051578250314;0.0010300934441910088;0.0014347730115517622;0.3358472518578471;0.007578544625119564;0.0019498197336472666;0.0;0.00018394525789125157;0.0;0.0011404605989257597;7.357810315650063e-05;7.357810315650063e-05;0.000588624825252005;0.004856154808329041;0.0009565153410345082;0.0006254138768302553;0.014862776837613126;0.0002943124126260025;0.0;0.0008093591347215069;0.20760061805606653;0.26681442983797005;0.4080556404769184;0.32512992968511156;0.012935114102429278;0.759911662635398;0.10474287517089073;0.12241034809128194;0.012941919191919192;0.019675925925925927;0.0030513468013468013;0.008101851851851851;0.11847643097643097;0.1127946127946128;0.03851010101010101;0.13036616161616163;0.056502525252525256;0.01452020202020202;0.03367003367003367;0.01210016835016835;0.06586700336700337;0.0011574074074074073;0.03808922558922559;0.061342592592592594;0.12394781144781145;0.013047138047138047;0.03745791245791246;0.04377104377104377;0.054608585858585856;0.027731009210656632;0.7093195998811528;0.0008913538674853917;0.0;0.0008913538674853917;0.25383777359611764;0.0002971179558284639;0.0016836684163612954;0.00534812320491235;0.0;0.9435265438786565;0.01895991332611051;0.021668472372697724;0.004604550379198266;0.011240520043336946;0.1976980365605958;0.3572105619498984;0.26526743398781316;0.1007447528774543;0.07907921462423832;0.18020634314100115;0.22904088651127244;0.2123041650745128;0.18211692777990066;0.0372946121513183;0.11356515093618648;0.014978983568972105;0.0028276652655712647;0.02453190676346962;0.0031333588077951855
Montarville;44.9;47.2;2.4;139000;173000;2.9;42.2;0.4853341174740866;0.5146658825259134;0.163898280170513;0.14074672938409524;0.16154637659855947;0.217771571365574;0.20432162281346464;0.11171541966779362;0.6347575265909501;0.06634216693708311;0.03695691364701641;0.011177212907878133;0.23382008292770867;0.01568415359653867;0.001081665765278529;0.0001802776275464215;0.8476928622927181;0.1523071377072819;0.0;0.8935210250857246;0.1064789749142754;0.03608285149674303;0.8036302422601186;0.01800483056429774;0.0;0.01800483056429774;0.07084827636683012;0.005855229451804143;0.027446388055331918;0.019541828295396326;0.0005855229451804143;0.9725299401197605;0.02747005988023952;0.11339820359281437;0.09715568862275449;0.7894461077844311;0.0014644537143871483;0.4072956421407651;0.030265376764001064;0.0;0.0017307180260939024;0.0009319250909736399;0.36029999112452293;0.006079701783970888;0.0006212833939824266;0.00039939646756013134;0.00013313215585337713;0.0;0.0007100381645513446;0.0;0.0;0.0012425667879648532;0.004748380225437117;0.0004437738528445904;0.0004437738528445904;0.00878672228632289;0.0;0.0;0.0011981894026803941;0.17320493476524362;0.34363489354056237;0.3774144281735693;0.2789506782858683;0.013970064148253742;0.7053456878118318;0.13599429793300072;0.14468995010691377;0.013972055888223553;0.005560307955517536;0.002708867978329056;0.017393783860849728;0.05089820359281437;0.08882235528942116;0.040490447676076416;0.11191901910464784;0.03435985172512119;0.034644995722840036;0.06372968349016253;0.021243227830054178;0.12403763900769889;0.0032791559737667523;0.025805531793555745;0.09110350727117195;0.11676646706586827;0.021813515825491875;0.035357855717137156;0.02979754776161962;0.06629597946963216;0.03793646626411132;0.6176161722236807;0.0005250721974271463;0.0;0.0005250721974271463;0.33460225781044894;0.0009188763454975059;0.0015752165922814387;0.006300866369125755;0.0;0.8519789521848548;0.06977808281857699;0.0425531914893617;0.01990391214824983;0.015785861358956762;0.3011441647597254;0.36224256292906176;0.20503432494279175;0.07597254004576659;0.05560640732265446;0.08912047435091187;0.17392866768484413;0.09100709729584044;0.18426017428802444;0.05543077890575869;0.2520887611175995;0.038181654837840265;0.010870541730302758;0.09217500673793909;0.012936843050938819
Montmorency;42.2;43.2;2.3;106000;115900;2.8;43.2;0.49297564891624296;0.507024351083757;0.17526255936851964;0.14937454010301693;0.20028095524784267;0.20469596628537026;0.20168573148705599;0.06870024750819453;0.5378473821587594;0.07078151389528635;0.00783049286043298;0.08797789037309996;0.27222478120681715;0.012590204206970674;0.002456625211116229;0.008291110087517274;0.6997850122850123;0.3002149877149877;0.0;0.8915384615384615;0.10846153846153846;0.0026786312194468625;0.9314940065626465;0.006026920243755441;0.0;0.006026920243755441;0.028460456706622915;0.0006026920243755441;0.018616486975155694;0.005759057121810755;0.0003348289024308578;0.9776240846216436;0.022375915378356388;0.05980471928397071;0.04203959858963927;0.89815568212639;0.0011111993015318676;0.41515199619017384;0.038733232796253673;0.0;0.00019842844670211923;0.0009127708548297484;0.36891816810858;0.0009524565441701722;0.0011111993015318676;0.0;0.0;0.0;0.0011905706802127153;0.00015874275736169538;0.0;0.00019842844670211923;0.0024208270497658546;0.00015874275736169538;7.937137868084769e-05;0.008453051829510278;0.0;0.00011905706802127153;0.0011508849908722914;0.1589808714977379;0.30484988452655887;0.4021774991751897;0.2929726162982514;0.011331789935420982;0.773486048495187;0.13086389667357134;0.08431826489582064;0.0113345521023766;0.003534430225472273;0.0021937842778793418;0.008043875685557587;0.07921998781230957;0.05898842169408897;0.028397318708104816;0.1170018281535649;0.041925655088360755;0.01340645947592931;0.04558196221815966;0.01218769043266301;0.06849482023156611;0.0007312614259597807;0.03753808653260207;0.06898232784887263;0.16209628275441804;0.013772090188909202;0.05301645338208409;0.04082876294942109;0.1327239488117002;0.007617098681218736;0.8797180536607548;0.00022737608003638017;0.0;0.00022737608003638017;0.10914051841746249;0.00034106412005457026;0.001136880400181901;0.0015916325602546612;0.0;0.890288365926417;0.06231355651309248;0.02502485913158767;0.004308916141862778;0.018064302287040108;0.2769766285430134;0.4601359191115531;0.18978949113210675;0.04442234377589922;0.028675617437427484;0.13221709006928406;0.2207192345760475;0.19110854503464203;0.2233586275156714;0.03563180468492247;0.13922797756516;0.015918838667106566;0.002391949851534147;0.03521939953810624;0.004206532497525569
Mont-Royal-Outremont;39.1;36.4;2.3;106000;180400;3.1;38.1;0.48530324984475265;0.5146967501552474;0.17671410090556275;0.2415006468305304;0.19860284605433376;0.16615782664941786;0.12641655886157827;0.09060802069857697;0.08256771268345066;0.06109056198544326;0.01921011812432884;0.049158811597661375;0.4847870182555781;0.3007994272759814;0.0022670325736785586;0.00011931750387781887;0.35600907029478457;0.6439909297052154;0.0;0.70784337495454;0.2921566250454601;0.1348057527082555;0.3112626073963392;0.11552110571535301;4.669406051550243e-05;0.1154744116548375;0.08521666044079193;0.08362906238326485;0.06574523720582742;0.08190138214419126;0.006397086290623833;0.7750398300584174;0.22496016994158258;0.5032662382495088;0.23739975569600086;0.2593340060544904;0.009912384912384912;0.30108405108405106;0.03419215919215919;0.00011137511137511137;0.0031556281556281555;0.0026358776358776357;0.2044847044847045;0.04094891594891595;0.0011137511137511138;0.000297000297000297;0.0009652509652509653;0.0003341253341253341;0.00271012771012771;0.0009652509652509653;0.0001485001485001485;0.0011508761508761509;0.007833382833382833;0.016112266112266113;0.07911345411345411;0.09433471933471933;0.004640629640629641;0.0;0.0027472527472527475;0.191008316008316;0.3500874408964311;0.2870652244316342;0.3628473346719347;0.03172866520787746;0.5910085538094291;0.19037199124726478;0.1868907897354287;0.031734978113808196;0.0032829287703939514;0.0020891364902506965;0.003879824910465579;0.021289295662554716;0.06625547154795065;0.037206526064464784;0.09520493434142459;0.042280143255073614;0.03471945881416633;0.06028651014723438;0.02536808595304417;0.14773179466772782;0.002686032630322324;0.04068842021488261;0.11360923199363311;0.1333068046159968;0.020791882212495026;0.05013927576601671;0.03631118185435734;0.03113808197373657;0.2164565000453597;0.27687562369590857;0.011884242039372222;0.0;0.011884242039372222;0.43608817926154403;0.016148054068765308;0.003991653814750975;0.026308627415404157;0.0003628776195228159;0.511173675875418;0.2972021819461552;0.1328523667077248;0.03308111912722154;0.025690656343480556;0.18693891920436542;0.3897201196972364;0.27072698468579476;0.08695652173913043;0.06565745467347298;0.0913860103626943;0.1566062176165803;0.04002590673575129;0.13536269430051814;0.04268134715025907;0.2573186528497409;0.04676165803108808;0.029922279792746115;0.15952072538860104;0.04041450777202073
