"Nombre de bureaux de vote";"Nombre de bureaux de vote complétés";"Taux de bureaux de vote complétés";"Nombre de votes valides";"Nombre de votes rejetés";"Nombre de votes exercés";"Nombre d'électeurs inscrits";"Taux total de participation";"Nombre de circonscriptions";"Nombre de circonscriptions avec résultats";"Nombre de circonscriptions sans résultat";"Taux de circonscriptions sans résultat";"Résultats finaux";"Dernière date de mise à jour au format ISO 8601"
"21898";"21897";"99.9954";"4112821";"56316";"4169137";"6302789";"66.1367";"125";"125";"0";"0.0";"true";"2022-10-06T11:55:41,000-04:00"
